institution_name,id,url,institution_code_number,institution_type,beginning_of_activity,state,address,post_code,place,headquarters_name,headquarters_address,post_code,city,country,subscribed_capital,paid_up_capital,related_decisions,published_accounts
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE VILA FRANCA DE XIRA, CRL",9794,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9794",5360,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1927-12-23,"Active","LARGO MARQUÊS DE POMBAL, 1/2","2600-222 VILA FRANCA DE XIRA","VILA FRANCA DE XIRA",,,"2600-222 VILA FRANCA DE XIRA",,,6071025.00,6071025.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+VILA+FRANCA+DE+XIRA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+VILA+FRANCA+DE+XIRA%2c+CRL"
"ESPIRITO SANTO BANK OF FLORIDA",8416,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8416",112,"Representatives Offices of Credit Institutions with Head Offices Abroad",1981-04-13,"Active","RUA DE SÃO BERNARDO, 62","1200-826 LISBOA","LISBOA","ESPIRITO SANTO BANK OF FLORIDA","1395 BRICKELL AVENUE MIAMI, CONDADO DE DADE","1200-826 LISBOA","FLORIDA","Estados Unidos da América",,,,
"DEUTSCHE BANK PRIVAT - UND GESCHÄFTSKUNDEN AG",9110,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9110",9570,"Free Provision of Services by EU Credit Institutions",2010-08-09,"Active",,,,,,,,"Alemanha",,,,
"SOCIÉTÉ GÉNÉRALE CAPITAL MARKET FINANCE S.A.",10046,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10046",9634,"Free Provision of Services by EU Credit Institutions",2014-06-27,"Active",,,,,,,,"Luxemburgo",,,,
"PAYPOINT PAYMENT SERVICES LTD",10079,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10079",8988,"Free Provision of Services by EU Payment Institutions",,"Active",,,,,,,,"Reino Unido",,,,
"GLITNIR BANK LTD",9017,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9017",9489,"Free Provision of Services by EU Credit Institutions",2008-02-26,"Active",,,,,,,,"Finlândia",,,,
"UAB CLICKT2SELL",10090,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10090",8993,"Free Provision of Services by EU Payment Institutions",2015-01-08,"Active",,,,,,,,"Lituânia",,,,
"EDMOND DE ROTHSCHILD EUROPE - SUCURSAL PORTUGUESA",8468,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8468",173,"Branches of Credit Institutions with Head Office in the EU",2000-10-18,"Active","RUA D. PEDRO V, 130","1250-095 LISBOA","LISBOA","EDMOND DE ROTHSCHILD EUROPE","20, BOULEVARD EMMANUEL SERVAIS L-2535 LUXEMBOURG","1250-095 LISBOA","LUXEMBOURG","Luxemburgo",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=EDMOND+DE+ROTHSCHILD+EUROPE+-+SUCURSAL+PORTUGUESA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=EDMOND+DE+ROTHSCHILD+EUROPE+-+SUCURSAL+PORTUGUESA"
"INVESTKREDIT INTERNATIONAL BANK PLC",8996,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8996",9470,"Free Provision of Services by EU Credit Institutions",2007-10-15,"Active",,,,,,,,"Malta",,,,
"HYPO NOE GRUPPE BANK AG",9067,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9067",9530,"Free Provision of Services by EU Credit Institutions",2009-04-28,"Active",,,,,,,,"Áustria",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE CORUCHE, CRL",9774,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9774",5170,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1962-03-16,"Active","RUA DA MISERICÓRDIA, 36","2100-134 CORUCHE","CORUCHE",,,"2100-134 CORUCHE",,,10464600.00,10464600.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CORUCHE%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CORUCHE%2c+CRL"
"SAXO PAYMENTS A/S",9968,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9968",8924,"Free Provision of Services by EU Payment Institutions",2013-09-13,"Active",,,,,,,,"Dinamarca",,,,
"JOH. BERENBERG, GOSSLER & CO. KG",9048,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9048",9519,"Free Provision of Services by EU Credit Institutions",2009-02-19,"Active",,,,,,,,"Alemanha",,,,
"GNB - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO MOBILIÁRIO, SA",9385,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9385",616,"Securities Investment Fund Management Companies",1987-10-15,"Active","AVENIDA  ÁLVARES CABRAL, 41","1250-015 LISBOA","LISBOA",,,"1250-015 LISBOA",,,3000000.00,3000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=GNB+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=GNB+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE OLIVEIRA DO BAIRRO, CRL",9713,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9713",3210,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1981-12-14,"Active","RUA DO FORAL, N.º 59","3770-218","OLIVEIRA DO BAIRRO",,,"3770-218",,,7261260.00,7261260.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+OLIVEIRA+DO+BAIRRO%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+OLIVEIRA+DO+BAIRRO%2c+CRL"
"BANK JULIUS BÄR EUROPE AG",9320,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9320",9603,"Free Provision of Services by EU Credit Institutions",2012-11-16,"Active",,,,,,,,"Alemanha",,,,
"PAYSQUARE B.V.",9233,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9233",8835,"Free Provision of Services by EU Payment Institutions",2011-08-15,"Active",,,,,,,,"Holanda",,,,
"JALLOH ENTERPRISE LIMITED",9173,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9173",8774,"Free Provision of Services by EU Payment Institutions",2010-01-28,"Active",,,,,,,,"Reino Unido",,,,
"BHW BAUSPARKASSE AG",8739,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8739",9234,"Free Provision of Services by EU Credit Institutions",1999-12-29,"Active",,,,,,,,"Alemanha",,,,
"EUROPEAN AMERICAN INVESTMENT BANK AG",9920,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9920",9610,"Free Provision of Services by EU Credit Institutions",2013-06-07,"Active",,,,,,,,"Áustria",,,,
"SVENSKA HANDELSBANKEN AB",10006,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10006",9623,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Suécia",,,,
"COUTTS & CO",8562,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8562",9052,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"N M ROTHSCHILD & SONS LIMITED",8609,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8609",9098,"Free Provision of Services by EU Credit Institutions",1993-09-10,"Active",,,,,,,,"Reino Unido",,,,
"BNP PARIBAS LEASE GROUP",9125,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9125",9566,"Free Provision of Services by EU Credit Institutions",2010-12-10,"Active",,,,,,,,"França",,,,
"BANIF - BANCO DE INVESTIMENTO, SA",9541,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9541",63,"Banks",2001-03-01,"Active","AVENIDA 24 DE JULHO, N.º 98","1200-870 LISBOA","LISBOA",,,"1200-870 LISBOA",,,85000000.00,85000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANIF+-+BANCO+DE+INVESTIMENTO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANIF+-+BANCO+DE+INVESTIMENTO%2c+SA"
"BARCLAYS BANK IRELAND PLC",9018,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9018",9490,"Free Provision of Services by EU Credit Institutions",2008-02-11,"Active",,,,,,,,"Irlanda",,,,
"UNION NEPAL SERVICES LIMITED",9989,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9989",8939,"Free Provision of Services by EU Payment Institutions",2013-12-16,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE MORAVIS, CRL",9828,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9828",6240,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1981-09-10,"Active","PRAÇA CONSELHEIRO FERNANDO SOUSA","7490-221 MORA","MORA",,,"7490-221 MORA",,,7557180.00,7557180.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+MORAVIS%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+MORAVIS%2c+CRL"
"CAIXA ECONÓMICA SOCIAL",9497,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9497",58,"Savings Banks (Caixas Económicas)",1906-02-24,"Active","RUA COELHO NETO, 75-1º","4000-178 PORTO","PORTO",,,"4000-178 PORTO",,,5985.57,5985.57,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+ECON%c3%93MICA+SOCIAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+ECON%c3%93MICA+SOCIAL"
"EXANE FINANCE",8806,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8806",9296,"Free Provision of Services by EU Credit Institutions",2001-07-30,"Active",,,,,,,,"França",,,,
"EAST ATLANTIC LTD",9918,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9918",8904,"Free Provision of Services by EU Payment Institutions",2013-04-02,"Active",,,,,,,,"Reino Unido",,,,
"CURRENCY MATTERS LIMITED",9217,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9217",8815,"Free Provision of Services by EU Payment Institutions",2011-04-05,"Active",,,,,,,,"Reino Unido",,,,
"RBS FACTOR, SA",8950,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8950",9429,"Free Provision of Services by EU Credit Institutions",2006-08-04,"Active",,,,,,,,"França",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DA TERRA QUENTE, CRL",9684,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9684",2190,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1987-07-01,"Active","RUA LUÍS DE CAMÕES","5140-080 CARRAZEDA DE ANSIÃES","CARRAZEDA DE ANSIÃES",,,"5140-080 CARRAZEDA DE ANSIÃES",,,9535585.00,9535585.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+TERRA+QUENTE%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+TERRA+QUENTE%2c+CRL"
"ICICI BANK UK PLC",8972,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8972",9448,"Free Provision of Services by EU Credit Institutions",2007-02-15,"Active",,,,,,,,"Reino Unido",,,,
"CONNECTUM LIMITED",10081,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10081",8989,"Free Provision of Services by EU Payment Institutions",2014-12-04,"Active",,,,,,,,"Reino Unido",,,,
"THE ROYAL BANK OF SCOTLAND, NV",8382,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8382",9013,"Free Provision of Services by EU Credit Institutions",1994-02-10,"Active",,,,,,,,"Holanda",,,,
"BANCO CREDIBOM, SA",9584,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9584",916,"Banks",1996-01-10,"Active","CENTRO EMPRESARIAL LAGOAS PARK, EDIFÍCIO 14 - PISO 2","2740-262 PORTO SALVO","PORTO SALVO",,,"2740-262 PORTO SALVO",,,124000000.00,124000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BANCO+CREDIBOM%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BANCO+CREDIBOM%2c+SA"
"UNICRE - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",9461,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9461",698,"Credit Financial Institutions",1974-06-04,"Active","AVENIDA ANTÓNIO AUGUSTO DE AGUIAR, 122 - 9º ANDAR","1050-019 LISBOA","LISBOA",,,"1050-019 LISBOA",,,10000000.00,10000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=UNICRE+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=UNICRE+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"COMPAGNIE DE L'ARC ATLANTIQUE",9276,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9276",8861,"Free Provision of Services by EU Payment Institutions",2012-02-15,"Active",,,,,,,,"França",,,,
"HYPOVEREINSBANK IRELAND",8687,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8687",9185,"Free Provision of Services by EU Credit Institutions",1998-01-15,"Active",,,,,,,,"Irlanda",,,,
"TRANSACT PRO",10071,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10071",7632,"Free Provision of Services by EU Electronic Money Institutions",2014-09-05,"Active",,,,,,,,"Letónia",,,,
"PREMIER FX LIMITED - SUCURSAL EM PORTUGAL",10018,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10018",,"Branches of Payment Institutions with Head Office in the EU",,,,,,,,,,,,,,
"BANQUE CENTRALE DE COMPENSATION  -  LCH. CLEARNET, SA",8511,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8511",8505,"Representatives Offices of Credit Institutions with Head Offices Abroad",2005-01-01,"Active","AVENIDA DA BOAVISTA, 3433","4149-017 PORTO","PORTO","BANQUE CENTRALE DE COMPENSATION","18  RUE DU 4 SEPTEMBRE 75002 PARIS","4149-017 PORTO","PARIS","França",,,,
"QIB (UK), PLC",9029,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9029",9502,"Free Provision of Services by EU Credit Institutions",2008-06-24,"Active",,,,,,,,"Reino Unido",,,,
"MERRIL LYNCH INTERNATIONAL BANK LIMITED",8973,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8973",9449,"Free Provision of Services by EU Credit Institutions",1996-02-22,"Active",,,,,,,,"Irlanda",,,,
"SIGUE GLOBAL SERVICES LTD",9269,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9269",8856,"Free Provision of Services by EU Payment Institutions",2011-12-05,"Active",,,,,,,,"Reino Unido",,,,
"BANQUE DE LUXEMBOURG, SA",9975,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9975",9618,"Free Provision of Services by EU Credit Institutions",2013-11-19,"Active",,,,,,,,"Luxemburgo",,,,
"PLUTUSFX, LTD",9171,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9171",8798,"Free Provision of Services by EU Payment Institutions",2010-12-21,"Active",,,,,,,,"Reino Unido",,,,
"CIBC WORLD MARKETS, PLC",8668,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8668",9163,"Free Provision of Services by EU Credit Institutions",1996-06-11,"Active",,,,,,,,"Reino Unido",,,,
"UNICREDIT BANK AG",8547,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8547",9037,"Free Provision of Services by EU Credit Institutions",1993-09-20,"Active",,,,,,,,"Alemanha",,,,
"BANKGESELLSCHAFT BERLIN (UK)  PLC",8801,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8801",9292,"Free Provision of Services by EU Credit Institutions",2001-06-19,"Active",,,,,,,,"Reino Unido",,,,
"GLOBAL CURRENCY EXCHANGE NETWORK LIMITED",9917,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9917",8903,"Free Provision of Services by EU Payment Institutions",2013-05-10,"Active",,,,,,,,"Reino Unido",,,,
"NACHENIUS, TJEENK & CO. N.V.",8818,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8818",9308,"Free Provision of Services by EU Credit Institutions",2002-05-23,"Active",,,,,,,,"Holanda",,,,
"NOVUM BANK LIMITED",9106,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9106",9552,"Free Provision of Services by EU Credit Institutions",2010-06-30,"Active",,,,,,,,"Malta",,,,
"LGT BANK AG",8864,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8864",9347,"Free Provision of Services by EU Credit Institutions",2003-06-18,"Active",,,,,,,,"Liechtenstein",,,,
"STORMHARBOUR SECURITIES LLP - ESCRITÓRIO DE REPRESENTAÇÃO",9300,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9300",8513,"Representatives Offices of Credit Institutions with Head Offices Abroad",2012-07-01,"Active","AV. ENGENHEIRO DUARTE PACHECO, TORRE 2, PISO 14, FRACÇÃO J","W1S 3AG LONDON","LISBOA","STORMHARBOUR SECURITIES LLP","10 OLD BURLINGTON STREET","W1S 3AG LONDON","LONDON","Reino Unido",,,,
"LCC TRANS SENDING LIMITED",9160,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9160",8786,"Free Provision of Services by EU Payment Institutions",2010-05-10,"Active",,,,,,,,"Reino Unido",,,,
"CRÉDITO AGRÍCOLA GEST-SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO MOBILIÁRIO, SA",9398,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9398",630,"Securities Investment Fund Management Companies",1989-04-10,"Active","RUA DE CAMPOLIDE, 372 - 1º /DTº","1070-040 LISBOA","LISBOA",,,"1070-040 LISBOA",,,1000000.00,1000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CR%c3%89DITO+AGR%c3%8dCOLA+GEST-SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CR%c3%89DITO+AGR%c3%8dCOLA+GEST-SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA"
"TRANS-FAST REMITTANCE (LONDON) LIMITED",9302,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9302",8872,"Free Provision of Services by EU Payment Institutions",2012-07-04,"Active",,,,,,,,"Reino Unido",,,,
"CECABANK, SA",10126,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10126",9646,"Free Provision of Services by EU Credit Institutions",2015-06-15,"Active",,,,,,,,"Espanha",,,,
"AFRO INTERNATIONAL (UK) LIMITED",9274,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9274",8860,"Free Provision of Services by EU Payment Institutions",2012-02-13,"Active",,,,,,,,"Reino Unido",,,,
"GOLDMAN SACHS BANK (EUROPE) PLC",9006,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9006",9479,"Free Provision of Services by EU Credit Institutions",2008-01-16,"Active",,,,,,,,"Irlanda",,,,
"ALICO (UK) LTD",9208,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9208",8831,"Free Provision of Services by EU Payment Institutions",2011-06-20,"Active",,,,,,,,"Reino Unido",,,,
"MERRILL LYNCH CAPITAL MARKETS (FRANCE), SA",8691,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8691",9188,"Free Provision of Services by EU Credit Institutions",1998-02-02,"Active",,,,,,,,"França",,,,
"CONSERVATEUR FINANCE",9235,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9235",9576,"Free Provision of Services by EU Credit Institutions",2011-09-12,"Active",,,,,,,,"França",,,,
"SAL. OPPENHEIM JR. & CIE SCA",8929,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8929",9409,"Free Provision of Services by EU Credit Institutions",2005-12-02,"Active",,,,,,,,"Luxemburgo",,,,
"BANCA INTESA (FRANCE)",8751,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8751",9244,"Free Provision of Services by EU Credit Institutions",2000-01-14,"Active",,,,,,,,"França",,,,
"EARTHPORT PLC",9222,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9222",8820,"Free Provision of Services by EU Payment Institutions",2011-05-19,"Active",,,,,,,,"Reino Unido",,,,
"LUSOPAY, INSTITUIÇÃO DE PAGAMENTO, LDA",9126,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9126",,"Payment Institutions",,,,,,,,,,,,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=LUSOPAY%2c+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=LUSOPAY%2c+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA"
"AS 'PRIVATBANK'",10103,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10103",9643,"Free Provision of Services by EU Credit Institutions",2015-03-20,"Active",,,,,,,,"Letónia",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO ALENTEJO CENTRAL, CRL",9848,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9848",6440,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",2008-12-17,"Active","PRAÇA DO GIRALDO, 12 A 15","7000-508 ÉVORA","ÉVORA",,,"7000-508 ÉVORA",,,6922385.00,6922385.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+ALENTEJO+CENTRAL%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+ALENTEJO+CENTRAL%2c+CRL"
"MODERN FINANCE LIMITED",9925,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9925",7602,"Free Provision of Services by EU Electronic Money Institutions",2012-06-26,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE PÓVOA DE VARZIM,VILA DO CONDE E ESPOSENDE, CRL",9663,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9663",1460,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1996-02-23,"Active","LARGO DAS DORES, 1","4490-421 PÓVOA DE VARZIM","PÓVOA DE VARZIM",,,"4490-421 PÓVOA DE VARZIM",,,17267550.00,17267550.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+P%c3%93VOA+DE+VARZIM%2cVILA+DO+CONDE+E+ESPOSENDE%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+P%c3%93VOA+DE+VARZIM%2cVILA+DO+CONDE+E+ESPOSENDE%2c+CRL"
